 time,x,y
 
   0.00000000000000000000000000000000000       ,   0.00000000000000000000000000000000000       ,   0.00000000000000000000000000000000000      
   1.00000000000000000000000000000000005E-0001 ,   40.1503490128603597011371369700665490       ,   57.3406441727462906543301704207324580      
  0.200000000000000000000000000000000010       ,   80.3006980257207194022742739401330980       ,   114.583288343585232675847840841464913      
  0.300000000000000000000000000000000039       ,   120.451047038581079103411410910199647       ,   171.727932512516826064553011262197360      
  0.400000000000000000000000000000000019       ,   160.601396051441438804548547880266196       ,   228.774576679541070820445681682929817      
  0.500000000000000000000000000000000000       ,   200.751745064301798505685684850332745       ,   285.723220844657966943525852103662284      
  0.599999999999999999999999999999999981       ,   240.902094077162158206822821820399294       ,   342.573865007867514433793522524394760      
  0.699999999999999999999999999999999961       ,   281.052443090022517907959958790465818       ,   399.326509169169713291248692945127246      
  0.799999999999999999999999999999999942       ,   321.202792102882877609097095760532392       ,   455.981153328564563515891363365859693      
  0.899999999999999999999999999999999923       ,   361.353141115743237310234232730598965       ,   512.537797486052065107721533786592101      
  0.999999999999999999999999999999999904       ,   401.503490128603597011371369700665539       ,   568.996441641632218066739204207324567      
   1.09999999999999999999999999999999988       ,   441.653839141463956712508506670732113       ,   625.357085795305022392944374628056995      
   1.19999999999999999999999999999999996       ,   481.804188154324316413645643640798686       ,   681.619729947070478086337045048789481      
   1.30000000000000000000000000000000004       ,   521.954537167184676114782780610865260       ,   737.784374096928585146917215469521928      
   1.40000000000000000000000000000000012       ,   562.104886180045035815919917580931834       ,   793.851018244879343574684885890254335      
   1.50000000000000000000000000000000019       ,   602.255235192905395517057054550998407       ,   849.819662390922753369640056310986802      
   1.60000000000000000000000000000000027       ,   642.405584205765755218194191521064981       ,   905.690306535058814531782726731719229      
   1.70000000000000000000000000000000035       ,   682.555933218626114919331328491131554       ,   961.462950677287527061112897152451715      
   1.80000000000000000000000000000000042       ,   722.706282231486474620468465461198128       ,   1017.13759481760889095763056757318416      
   1.90000000000000000000000000000000050       ,   762.856631244346834321605602431264702       ,   1072.71423895602290622133573799391657      
   2.00000000000000000000000000000000039       ,   803.006980257207194022742739401331275       ,   1128.19288309252957285222840841464894      
   2.10000000000000000000000000000000046       ,   843.157329270067553723879876371397849       ,   1183.57352722712889085030857883538146      
   2.20000000000000000000000000000000054       ,   883.307678282927913425017013341464423       ,   1238.85617135982086021557624925611395      
   2.30000000000000000000000000000000062       ,   923.458027295788273126154150311530996       ,   1294.04081549060548094803141967684640      
   2.40000000000000000000000000000000069       ,   963.608376308648632827291287281597570       ,   1349.12745961948275304767409009757880      
   2.50000000000000000000000000000000077       ,   1003.75872532150899252842842425166414       ,   1404.11610374645267651450426051831117      
   2.60000000000000000000000000000000085       ,   1043.90907433436935222956556122173072       ,   1459.00674787151525134852193093904370      
   2.70000000000000000000000000000000092       ,   1084.05942334722971193070269819179729       ,   1513.79939199467047754972710135977618      
   2.80000000000000000000000000000000100       ,   1124.20977236009007163183983516186386       ,   1568.49403611591835511811977178050863      
   2.90000000000000000000000000000000108       ,   1164.36012137295043133297697213193044       ,   1623.09068023525888405369994220124104      
   3.00000000000000000000000000000000116       ,   1204.51047038581079103411410910199701       ,   1677.58932435269206435646761262197341      
   3.10000000000000000000000000000000123       ,   1244.66081939867115073525124607206359       ,   1731.98996846821789602642278304270593      
   3.20000000000000000000000000000000131       ,   1284.81116841153151043638838304213016       ,   1786.29261258183637906356545346343842      
   3.30000000000000000000000000000000139       ,   1324.96151742439187013752552001219673       ,   1840.49725669354751346789562388417087      
   3.40000000000000000000000000000000146       ,   1365.11186643725222983866265698226331       ,   1894.60390080335129923941329430490327      
   3.50000000000000000000000000000000154       ,   1405.26221545011258953979979395232988       ,   1948.61254491124773637811846472563564      
