,GTM,BGR,ARE,ISR,TZA,CZE,NOR,GEO,ARG,GUY,MNE,PRT,MKD,NAM,PRY,SAU,LVA,MAR,MWI,KOR,BHR,VNM,DZA,LBN,ZWE,SWZ,ISL,HKG,TUR,RUS,AND,DNK,GRC,MYS,LKA,ESP,CHN,HUN,BEL,BOL,CHE,SVK,ROU,UZB,POL,NIC,URY,ZMB,JAM,BRB,PAK,ZAF,MNG,BWA,TUN,NZL,IRL,AZE,CRI,KAZ,PHL,DEU,DOM,MEX,BRN,MDA,BRA,HND,SEN,KEN,LCA,SLV,BLR,AUS,NLD,USA,MLT,SRB,UKR,EGY,LSO,AUT,EST,FRA,HRV,LUX,COL,IDN,ITA,GBR,ECU,FIN,MDG,CIV,IND,SGP,SVN,CAN,LTU,CYP,PER,BIH,CHL,JPN,SWE
BHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,0.0,4.240181938505274e-05,3.2439290456695415e-07,0.003786927918960398,0.0,7.018011743383777e-06,9.730025842693983e-07,1.9362322720858216e-09,0.0,0.0,0.0,0.00012308234726078648,1.9373997857716743e-13,0.0,0.0,0.0,6.806420774505167e-07,2.7198042556741943e-05,0.0,0.26512263573126443,0.0,0.0002003018860682139,0.0,0.0,0.0,0.0,0.0,1.603316844712137e-05,2.580497623566295e-09,1.9204025917174443e-13,0.0,2.949086701854494e-05,2.6333746314319284e-06,0.00397307568712917,5.922420496836434e-10,3.561739132066444e-06,5.1656188274361374e-05,1.0394941615583574e-05,0.00036648772453265526,0.0,0.0008318886023194924,2.621643163608922e-08,2.0439901088955894e-09,1.0762478090191519e-17,1.3103381183505636e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.6086867574732846e-09,0.0,0.0,2.137543300137621e-06,3.5049284551836184e-09,0.02175156197925276,0.0,2.29387346786525e-05,0.0,0.007706885010562202,0.00020773546357385128,0.0,4.403546047118741e-08,0.0,0.0,4.135298657028726e-11,1.813224420288769e-11,0.0,5.01506533411338e-08,0.0,0.0,3.382898255027459e-05,8.77408596450705e-09,0.0003293089296581996,0.04753081248664767,0.00019577910223209815,9.82790633900271e-10,7.144850607471382e-10,0.0,0.0,0.00012045978216141895,1.861165443097049e-06,0.0011560629336977604,2.5327787965037935e-06,7.376722278876326e-08,0.0,5.582288573535824e-05,0.0005067231521101097,0.0014228219255876902,0.0,6.085075538399058e-06,0.0,0.0,6.3349733804921e-05,0.028100775794164173,9.454023539366816e-08,2.1889278723706487e-06,9.890682397788257e-07,0.0,0.0,3.1974278906536994e-09,0.0,0.046335257556573285,1.8112807874598675e-06
DZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKG,0.0,0.0001702908382724428,0.00022213325798912516,0.0004940881161490493,0.0,8.222117138872384e-05,1.4726777993907538e-05,6.455609155470584e-09,0.0,0.0,0.0,0.0002753144392574954,1.1474192689682127e-14,0.0,0.0,0.0,2.494467113735617e-07,1.0795154612066186e-05,0.0,0.13733496673255627,0.0,0.013576969517320516,0.0,0.0,0.0,0.0,0.0,1.1370162233327264e-06,2.1141247369641798e-07,3.2065294087819192e-09,0.0,6.412801179632689e-06,1.7297510835979411e-06,0.046117543186304524,2.4005799189254734e-06,6.279308654656498e-07,1.827172615164004e-05,1.5919108010397386e-06,0.00029861276109300483,0.0,0.00017859088282546793,1.08065425064657e-08,7.898416598358694e-10,4.904790377672514e-14,2.865907502164015e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.1024997768973124e-06,0.0,0.0,8.185067572119032e-07,3.8434757851854895e-06,0.0032501795204022727,0.0,2.2829020351489538e-05,0.0,0.033806025497444846,0.0009316738361397857,0.0,0.00016894467712720923,0.0,0.0,1.3933835855833e-14,1.3941160310277162e-11,0.0,2.1815738883966298e-08,0.0,0.0,3.101607593644008e-05,8.008382557307621e-05,3.8614817299154366e-05,0.030641866217002014,0.0014926244239772716,1.2057827725651386e-11,1.1301091851595505e-05,0.0,0.0,0.0005416523269982881,6.035177114661535e-06,0.0004351336264840058,1.1017201691221735e-06,3.8533863214767484e-07,0.0,1.0524666775418868e-05,0.001630071244115136,5.949654401973329e-05,0.0,1.9302888775744528e-07,0.0,0.0,1.5874992766550637e-06,0.13955654637993642,1.6735752190299008e-06,1.2777662157721073e-05,2.3176335948713269e-07,0.0,0.0,2.5206411554565205e-09,0.0,0.03399898554447425,1.2070554139306717e-06
TUR,0.0,0.0001617224172456881,0.0001043151335342337,0.005201385669423826,0.0,0.002539153588618252,9.910169396635844e-05,4.097489472161405e-08,0.0,0.0,0.0,0.0004952734694371666,2.959121965690784e-10,0.0,0.0,0.0,5.271722704738848e-06,0.0003995800679950142,0.0,0.04688042450758287,0.0,0.015465605969348564,0.0,0.0,0.0,0.0,0.0,0.006461062329440587,5.97548855873707e-07,3.3477747553563406e-10,0.0,0.00019733950691069705,1.0747502763482556e-05,0.039023592026043386,1.2106359365351546e-06,0.0005550356798118551,0.013892572210429723,0.000315290853724606,0.0020266282515814396,0.0,0.0015213859541823552,5.40087471665147e-06,1.327465893710655e-06,2.2180868127456512e-13,0.0007362380455847965,0.0,0.0,0.0,0.0,0.0,0.0,8.364386580900219e-06,0.0,0.0,0.00010895859850273458,2.6038660195570666e-07,0.02949106000629617,0.0,0.00022986029834039557,0.0,0.021315789532909867,0.017230523422810798,0.0,0.00026353034445801587,0.0,0.0,2.396922129243303e-09,9.493232163611884e-09,0.0,3.1462925470367114e-07,0.0,0.0,4.2443327872803445e-05,2.306310484883461e-06,0.014165678957314973,0.04934444826112877,0.0013757823884489523,3.134791883604111e-07,1.9852034660229749e-07,0.0,0.0,0.0028396185362152032,2.6024486956600328e-05,0.013392523938839586,1.6575215504893556e-05,4.743452327702976e-06,0.0,0.0004872964448282464,0.006692889139144906,0.015360384822295087,0.0,0.00012249240662436507,0.0,0.0,0.0006388039294070101,0.03223620339068127,8.986567057791299e-06,0.00019556133145703296,2.660809646232446e-05,0.0,0.0,5.67328837186506e-07,0.0,0.028865510499088413,0.0001579367930870084
RUS,0.0,3.3494827380164315e-05,0.0,0.0,0.0,0.013671815231716304,0.00023551901349100967,5.049672568658869e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034650327778542184,0.0,0.0,0.04201393729442486,0.0,0.05049991426937595,0.0,0.0,0.0,0.0,0.0,0.03832313185342496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021760213353311367,0.04460408958669863,0.0003744231476165982,0.0005966118190805972,0.0,0.002070331890277799,0.007498457288361316,0.0,0.0003092107805801518,0.002624798115268541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06924093752659659,0.0,0.0011681356963996127,0.0,0.0,4.543439729593216e-06,0.0,0.0,0.0,0.0,0.0,0.028773684189727762,0.0,0.018055189610519252,0.029260849153122805,0.0,0.0,0.0,0.0,0.0,0.0005050794490086041,0.0,0.009070478883605598,0.0,0.0,0.0,0.0,0.00034803439268883213,0.006332491552184592,0.0,0.008408496328701746,0.0,0.0,0.0012387151576771457,0.013077597073046001,0.0,0.003776817136731883,0.0035075375236202815,0.0,0.0,0.0,0.0,0.005687993184981056,0.0
AND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,0.0,9.859394102134035e-05,0.00010502700181246136,0.0028878179221575773,0.0,0.0006900421528257362,4.460660714928554e-05,2.5996260071283514e-08,0.0,0.0,0.0,0.00024982050279452687,5.434663686924297e-09,0.0,0.0,0.0,3.024372801003401e-06,0.0002501407004099291,0.0,0.02539524311679445,0.0,0.009626616706773838,0.0,0.0,0.0,0.0,0.0,0.0016824602790092003,6.084992317010968e-07,8.774695839996944e-09,0.0,0.00012024690130977424,9.73158869940705e-06,0.025764649409493565,4.442565285234317e-07,0.00022490022652982852,0.002587621283179814,6.586838452479791e-06,0.0023214863335112913,0.0,0.0007165261252972504,9.569715139154814e-05,9.177530618684792e-08,6.0274466835736594e-12,1.1431563919462477e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.80900002379778e-06,0.0,0.0,5.495801191775283e-05,1.4164017593835818e-07,0.018301462243454608,0.0,0.000142369986683363,0.0,0.013790730698566445,0.020233837438717,0.0,2.2258052120996447e-06,0.0,0.0,1.4775481633967312e-09,2.33391314148665e-09,0.0,1.8867296162668508e-07,0.0,0.0,2.3639109615397127e-05,1.3420285727486148e-06,0.014066310427066318,0.028648291208341094,0.0008300561618793265,3.2376055310193944e-07,5.0954640450451575e-06,0.0,0.0,0.002049823179872104,1.2718200393495644e-05,0.009284988382651153,9.67066388421292e-06,2.027756375351048e-06,0.0,0.000310921361619335,0.0035758793333521034,0.010846525453853156,0.0,5.0052746112520773e-05,0.0,0.0,0.0003781176111065639,0.017311247753521383,9.369432934364622e-06,4.803681751542108e-05,1.8447105874086067e-05,0.0,0.0,4.2818964581889325e-07,0.0,0.01750786233060768,0.00024748043127886555
GRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYS,0.0,9.609721844737478e-05,1.750118096751708e-05,0.0016370892538705114,0.0,0.0002664204225023322,0.0005005388448104573,1.3928746566793958e-08,0.0,0.0,0.0,0.00040426648828220516,1.280663767321552e-11,0.0,0.0,0.0,1.8881916153823913e-06,9.004794133989475e-05,0.0,0.03419757324607364,0.0,0.11288626430796946,0.0,0.0,0.0,0.0,0.0,0.0005839835143143918,7.375509848064972e-08,1.5093690625816954e-11,0.0,5.4287436948166536e-05,7.738884355427682e-06,0.008578592560792742,6.216057573909868e-08,4.582742419303278e-05,0.0010044566986409198,2.803157503199634e-06,0.0018727035547255499,0.0,0.0005781744188004882,3.4746789876362167e-07,4.706101426285214e-08,7.147087668620627e-15,1.2649635836711984e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.611356405083354e-07,0.0,0.0,7.917453847973945e-05,6.977415829710764e-08,0.053624723913112134,0.0,0.00010845180148783806,0.0,0.044191309585485436,0.0051898015612346785,0.0,9.659892692215636e-07,0.0,0.0,7.896362192069622e-10,5.037864028296618e-10,0.0,7.351843068354326e-08,0.0,0.0,1.635360203273468e-05,2.85544430609255e-07,0.00404119219946111,0.02004136913489425,0.0019118358931384679,5.351860905328157e-08,1.4288019791769493e-08,0.0,0.0,0.020718022213332916,5.58166474257648e-06,0.006131241598450748,3.91346198427214e-06,7.72912787795819e-07,0.0,0.0002306159107791007,0.01872199297660555,0.008245168865318415,0.0,4.020221748921285e-05,0.0,0.0,0.0003592759005095577,0.013756636716471553,3.435249563556969e-06,1.895045350048068e-05,7.703400240779557e-06,0.0,0.0,1.1816611133023771e-06,0.0,0.06612068678875796,5.051419841941674e-05
LKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,0.0,0.00028399334886527447,0.0002081552169008457,0.005868232316654275,0.0,0.0021084420171876956,8.533585907249628e-05,6.819465593037084e-08,0.0,0.0,0.0,0.0005182487144564138,4.082990880360552e-08,0.0,0.0,0.0,1.2550193967336117e-05,0.0005785555513297355,0.0,0.05161273073451707,0.0,0.019221739925254368,0.0,0.0,0.0,0.0,0.0,0.0046555262706057835,1.1455844353740087e-06,2.508098399579983e-10,0.0,0.0002920583118828199,1.6436947122187258e-05,0.056277091583101464,0.0002078560738397261,0.0003839949093744043,0.010496219367514688,1.9421731041878646e-05,0.007325319701598039,0.0,0.0013633579452113807,0.0007445246654111768,1.840508900457429e-07,1.4468014760893292e-13,4.539006512304235e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.621659314458609e-05,0.0,0.0,0.00010397514981346183,2.397404255254549e-07,0.038118441114997986,0.0,0.00027706353244443823,0.0,0.02993192815147172,0.05575066959932498,0.0,4.225020732269647e-06,0.0,0.0,2.3475968068927726e-09,4.631721176240012e-09,0.0,3.7598479197832117e-07,0.0,0.0,4.273560087592021e-05,3.4163440852898457e-06,0.029957455822605814,0.06364345098925711,0.0017254688926136288,6.404794045104376e-07,1.5912614134716905e-07,0.0,0.0,0.0035536976035856187,2.128846252639884e-05,0.02462840678247328,1.9172248019089707e-05,0.00015489596165514888,0.0,0.0006044104027117104,0.0077322121637576615,0.0214020797167813,0.0,9.270152730735467e-05,0.0,0.0,0.0006978570030438489,0.03861465016544779,6.227650549143766e-06,0.00010259233406259269,3.192623210982376e-05,0.0,0.0,6.543997652358192e-07,0.0,0.04717474665728088,0.00028587631261857617
CHN,0.0,1.7321978171861644e-05,1.387414489390355e-07,0.005718144764564049,0.0,3.204608425426229e-07,7.471570283364442e-06,3.162925335740499e-11,0.0,0.0,0.0,0.0005420645393815903,1.0558922435749707e-14,0.0,0.0,0.0,5.074706118988019e-09,0.0002739791279109827,0.0,0.1642747604606285,0.0,0.007578442173533279,0.0,0.0,0.0,0.0,0.0,0.0678872501517159,8.810219812348817e-11,7.544891568982582e-13,0.0,2.359538619549584e-05,5.751067966013306e-08,0.047767250537710186,7.03718217729474e-06,8.467088173313033e-07,3.314046444408686e-07,1.5613179893723425e-08,8.554213979992682e-06,0.0,9.827536904267426e-05,3.339418876244592e-09,5.518288254559401e-10,0.0,4.798157882407901e-09,0.0,0.0,0.0,0.0,0.0,0.0,7.639446344745261e-10,0.0,0.0,2.2957572491572787e-08,2.3619941313797294e-09,0.011346456449745643,0.0,3.5399194113977596e-07,0.0,0.013762607415796482,0.0027378382029980453,0.0,1.0320141785550456e-07,0.0,0.0,2.33922866024344e-13,4.436432818724017e-11,0.0,7.656516376927763e-10,0.0,0.0,2.355725834559409e-06,4.890434609836804e-08,8.417921520261011e-06,0.023643700020231136,0.00045211428947305207,1.0367139349206755e-11,6.903061833516984e-09,0.0,0.0,0.00023699991165120393,3.193190765476906e-08,2.1211913983311084e-05,3.870100733038953e-08,1.833419181093319e-09,0.0,8.954926727016537e-07,2.2310832020098985e-05,2.3866351914447356e-05,0.0,0.00029812799949052607,0.0,0.0,1.0457019292412533e-06,0.022442089884974044,2.539899647312099e-09,0.0002328489618932226,6.589108742373683e-09,0.0,0.0,3.4831275636783416e-10,0.0,0.03502339849100648,1.7219619597102817e-05
HUN,0.0,0.0001343454676047435,0.0003380204159739023,0.004190974690884458,0.0,0.0012485102049321092,9.204784061571226e-05,1.952357316387556e-08,0.0,0.0,0.0,0.0005319849017958008,2.455324568778271e-08,0.0,0.0,0.0,2.592916561930862e-06,0.0006972563109854627,0.0,0.05768448114113232,0.0,0.017999149018474405,0.0,0.0,0.0,0.0,0.0,0.00970987316067369,1.5975705240733653e-06,6.071371396757758e-10,0.0,0.001853723248096881,8.868224850779071e-05,0.06414564174751913,7.486015409146592e-07,0.0005357418479799282,0.009256714971481337,4.264280865225174e-06,0.0034074460521630904,0.0,0.000996782201890145,0.0004914958030113523,2.1989065146016936e-06,1.6833229696184396e-13,3.144064101511619e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.4028880530484255e-05,0.0,0.0,0.0001945908782550046,2.4286568784735596e-07,0.03195021473684045,0.0,0.00019224139321899394,0.0,0.03922665807667105,0.11965631459583259,0.0,5.258979249775411e-06,0.0,0.0,2.0365179932514496e-09,3.168241407412748e-09,0.0,2.5588615123354235e-07,0.0,0.0,3.407678332131989e-05,4.12653952507761e-06,0.0525562471899686,0.05743675751489866,0.001490945070701243,1.0398499741295054e-06,4.602079120981495e-07,0.0,0.0,0.004339103802481714,8.338502455154725e-05,0.03976718275754499,1.3059216874323316e-05,2.5092925304905867e-05,0.0,0.00042434391450909376,0.007083075091003648,0.014553535549558008,0.0,0.0046963153735497,0.0,0.0,0.0006849414064013568,0.039469754404198684,4.322368701198782e-06,8.536836154752931e-05,2.198610469162879e-05,0.0,0.0,5.590693376588785e-07,0.0,0.03835753099528953,0.0011508482957548662
BEL,0.0,0.0002052067685477235,0.00016878547884989972,0.002625039072971252,0.0,0.00014407913730931791,4.104609631206931e-05,5.4781018024118474e-08,0.0,0.0,0.0,0.0002585257659585505,1.329087029027188e-10,0.0,0.0,0.0,2.964983583543891e-06,0.0003874441321565041,0.0,0.025422628144792885,0.0,0.010226709354225974,0.0,0.0,0.0,0.0,0.0,0.0022712741497398947,9.98448436294183e-07,1.4209471658850714e-10,0.0,0.0001242156375250562,6.668169771202846e-06,0.026103885316258887,5.675087607033816e-07,0.00028069748114826126,0.003866891704654106,8.109710099205593e-06,0.0011802075819534123,0.0,0.0006474747860928883,2.384590807319984e-06,7.829489600535488e-08,9.565064753495204e-14,7.27279587167197e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.4210206179380482e-05,0.0,0.0,5.464307884642556e-05,1.4815702524221244e-07,0.018307043006878833,0.0,0.0001312599590258456,0.0,0.013447360124069831,0.012739955843239465,0.0,2.4566278580857027e-06,0.0,0.0,1.4767547107610727e-09,2.1943793489154428e-09,0.0,1.850547486061286e-07,0.0,0.0,2.3668528242851033e-05,1.920651716516339e-06,0.02256073320978061,0.02811906965483663,0.0008315807483490624,5.215360288136902e-07,7.995720371066059e-08,0.0,0.0,0.0018199697740334106,1.1494066538622313e-05,0.009619121006934458,9.472398502228762e-06,1.0643669590227022e-06,0.0,0.0003083012720716395,0.0036001056435610436,0.00909869542778123,0.0,5.0806069647965896e-05,0.0,0.0,0.00037811187262256593,0.017973927734868837,3.524886693540342e-06,4.520955510059597e-05,1.5785926619256435e-05,0.0,0.0,3.7905252970514726e-07,0.0,0.016899683100313145,2.7606248338586592e-05
BOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHE,0.0,0.0006453364196024686,0.00014677454616110916,0.0034147031041983854,0.0,0.0003704702740443712,5.3108640328096665e-05,1.732688566914793e-07,0.0,0.0,0.0,0.00031992417121484235,2.1802248005106025e-10,0.0,0.0,0.0,3.90178315101177e-06,0.0006006816612035964,0.0,0.03386471007424492,0.0,0.012424715174263044,0.0,0.0,0.0,0.0,0.0,0.0022269227094284323,1.0229374509787274e-06,1.4388231423755353e-10,0.0,0.00014948192857513638,9.680964397391027e-06,0.033273469797241745,9.382816333940376e-07,0.0004985102105738252,0.0029781837001094645,2.4497576473994025e-05,0.002286696788014445,0.0,0.0008055049781220141,3.909664186784341e-06,1.6154815865801104e-07,9.571221314888695e-14,1.878757338536485e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2309692715189479e-05,0.0,0.0,0.0004358552705775563,1.7713415997268136e-07,0.02302533295084741,0.0,0.00016932068839056562,0.0,0.020375457519295263,0.02123722010768433,0.0,3.252506972040032e-06,0.0,0.0,1.8325873318390978e-09,2.486264186311332e-09,0.0,2.3297382960848334e-07,0.0,0.0,3.13463947618147e-05,1.8017072654874326e-06,0.019710660085447217,0.03560618320527023,0.0010422101309072597,4.5281199225203726e-07,8.242774944444605e-08,0.0,0.0,0.0056755039394692005,0.0006405698972583486,0.011494124600749323,1.2162187997277945e-05,1.5558047058293162e-06,0.0,0.00038548989394325176,0.00463965054906315,0.011917389508593881,0.0,6.255374407608739e-05,0.0,0.0,0.00047276057874600963,0.022177087959864235,6.14612906884548e-06,5.1507684581483095e-05,2.0593895137757443e-05,0.0,0.0,1.1956983091217158e-06,0.0,0.022818905774747756,9.07750112987167e-05
