,GTM,BGR,ARE,ISR,TZA,CZE,NOR,GEO,ARG,GUY,MNE,PRT,MKD,NAM,PRY,SAU,LVA,MAR,MWI,KOR,BHR,VNM,DZA,LBN,ZWE,SWZ,ISL,HKG,TUR,RUS,AND,DNK,GRC,MYS,LKA,ESP,CHN,HUN,BEL,BOL,CHE,SVK,ROU,UZB,POL,NIC,URY,ZMB,JAM,BRB,PAK,ZAF,MNG,BWA,TUN,NZL,IRL,AZE,CRI,KAZ,PHL,DEU,DOM,MEX,BRN,MDA,BRA,HND,SEN,KEN,LCA,SLV,BLR,AUS,NLD,USA,MLT,SRB,UKR,EGY,LSO,AUT,EST,FRA,HRV,LUX,COL,IDN,ITA,GBR,ECU,FIN,MDG,CIV,IND,SGP,SVN,CAN,LTU,CYP,PER,BIH,CHL,JPN,SWE
MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,0.0,0.0001430584372099991,2.448376400396268e-05,0.005979366817841516,0.0,9.596739990901749e-05,4.981520236743852e-05,1.3749849015660902e-08,0.0,0.0,0.0,0.0007763938996572278,3.9245631182408315e-09,0.0,0.0,0.0,4.158504900951765e-06,0.0002941595809528274,0.0,0.14566716178233668,0.0,0.02173410988570909,0.0,0.0,0.0,0.0,0.0,0.018080533704280807,4.782336682113318e-07,1.9586372800507138e-10,0.0,7.548030038469122e-05,8.787956083179588e-06,0.05851346868173171,9.145931719734756e-07,0.00014629347429656058,0.05483921251426719,6.680010825192215e-06,0.0013187438361252893,0.0,0.0006182199354612133,8.328894955148318e-05,4.129077901351267e-07,4.585281224242432e-14,0.00025071037273097045,0.0,0.0,0.0,0.0,0.0,0.0,4.805938676355584e-06,0.0,0.0,2.3472828797316416e-05,1.4261904558203116e-07,0.034020114957151876,0.0,0.00021317604368477106,0.0,0.014196820948333314,0.004691969483052358,0.0,0.0010222626160000256,0.0,0.0,4.229257081985723e-10,5.112970868872945e-09,0.0,4.245258187986969e-07,0.0,0.0,9.849075132379781e-05,2.5145438349297887e-06,0.004044208493092293,0.11124241291498656,0.0013676663079362774,5.694199797017377e-08,3.172440151328589e-07,0.0,0.0,0.0021501300495906555,5.494208295958361e-05,0.008213374466761892,2.1465678441466708e-05,9.492073131951991e-07,0.0,0.0004381380428380177,0.003956687643796228,0.005984523378331834,0.0,0.0001383999996481533,0.0,0.0,0.00026096899425270386,0.03651800591721716,1.6005508653029224e-06,0.00014658960390882673,7.50142363171432e-06,0.0,0.0,1.747365067111378e-07,0.0,0.053500848755761006,6.009619658685941e-05
HND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,0.0,0.00016271363336041702,7.202781936670928e-05,0.004816343851840045,0.0,0.000290208089919817,8.331610344231148e-05,4.1270567840876246e-08,0.0,0.0,0.0,0.0004683807050079533,2.8806091334188134e-10,0.0,0.0,0.0,5.210319864473335e-06,0.0003323622930777148,0.0,0.04755817763663638,0.0,0.02432843429755851,0.0,0.0,0.0,0.0,0.0,0.0026429314343000094,4.182167728877625e-07,2.0757513603354688e-10,0.0,0.000356323338562434,1.1120566570687952e-05,0.052353070664911294,8.305368953699532e-07,0.0003951374604431819,0.009230178889896648,1.261146168696871e-05,0.002148915858969452,0.0,0.0013051352928915702,5.260933389377002e-06,2.4227529914417815e-07,1.3438855423766068e-13,6.79025584561734e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.642657297900365e-06,0.0,0.0,0.00010004418845725491,2.979278131937405e-07,0.03223920106810806,0.0,0.00021569742287285248,0.0,0.020219538066279227,0.008303031646205421,0.0,2.5532428747527714e-05,0.0,0.0,3.248297174753642e-09,2.6621791597020302e-08,0.0,3.296246566667039e-07,0.0,0.0,4.307151969943402e-05,1.393218006641879e-06,0.01008192669816142,0.051580667201404,0.0014439302246876315,2.184170478061242e-07,1.252637708613654e-07,0.0,0.0,0.0036035526107132867,2.2436166285158525e-05,0.011740945224066303,1.68955079274991e-05,1.869099517914367e-06,0.0,0.0005176897539938142,0.006733599373334291,0.015100159752663872,0.0,0.00011458341225131032,0.0,0.0,0.0008504023246787215,0.03312050507213623,5.226074789978824e-06,0.0005436504693251033,2.559546450342941e-05,0.0,0.0,7.315437451234159e-07,0.0,0.030058929856072784,0.0001127179428321704
NLD,0.0,4.3691075192630767e-05,0.002706209502008751,0.0014477934889394238,0.0,0.00010428869537217849,5.9314957495524655e-05,4.355582536161897e-09,0.0,0.0,0.0,0.0003711345478142302,1.665535281030274e-11,0.0,0.0,0.0,7.323303487947106e-07,0.00021680252618312899,0.0,0.04202797484737217,0.0,0.03343558157355799,0.0,0.0,0.0,0.0,0.0,0.017900495440088395,6.303702765665181e-06,1.5482038949384456e-10,0.0,0.00013322669940529398,2.6912022980739627e-06,0.09064528990657707,1.1938055835705526e-07,5.815057149574083e-05,0.005218952266301576,3.3851263413484094e-06,0.0007457920724399709,0.0,0.00041808713174624015,9.262613531104685e-07,1.5057236300482846e-08,4.557515155314176e-14,3.083342305548503e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.622737871690221e-05,0.0,0.0,1.8569791679881263e-05,9.700180857481615e-08,0.02522158721103087,0.0,7.697130165324046e-05,0.0,0.048193211140823554,0.06592784545990081,0.0,3.2489595724530733e-06,0.0,0.0,2.7904208215368845e-10,9.938563272721863e-09,0.0,9.429699332472749e-08,0.0,0.0,1.3889941473008684e-05,2.0203856572980707e-05,0.0012936094833509576,0.03625460525689941,0.0008882606247948179,8.422617806468839e-06,2.030623573751769e-07,0.0,0.0,0.0024317435952472552,2.543268005705116e-06,0.026417248626243773,4.811173303747545e-06,6.440979340645673e-07,0.0,0.00018252309273580176,0.003671838707965842,0.00469461493279676,0.0,2.2249757899663723e-05,0.0,0.0,0.00020254936426913946,0.06933569836993957,1.355576030221225e-06,0.00048732204661725535,3.0012068686641256e-06,0.0,0.0,1.7090172424279536e-07,0.0,0.019415868265639312,1.2503025214659474e-05
USA,0.0,0.0,0.0,0.029284682478168785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013898063950235483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16961428188755825,0.0,0.0,0.0,0.0,0.0,0.0,0.00031648388509662723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15136086901665005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.966982216344972e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.004534234737485113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014983471375980132,0.0,0.0,0.001306118332028642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03904025229339597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UKR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.00018623146962061543,0.00010126105661861417,0.005582104425047463,0.0,0.0034874005229150597,7.865779120951569e-05,4.4307724142147197e-08,0.0,0.0,0.0,0.00043689643790371366,1.8258444082878098e-10,0.0,0.0,0.0,6.427069417756742e-06,0.0005294769881599412,0.0,0.06731796004600925,0.0,0.01613751316265699,0.0,0.0,0.0,0.0,0.0,0.005225311093786926,5.486569061028847e-07,2.6027401215232597e-10,0.0,0.00022855959258799002,1.3363808746291349e-05,0.04851610324494771,6.989203482109478e-07,0.00037961352766930376,0.004362980535752152,1.0256430686423684e-05,0.002524501375503496,0.0,0.0011964667854309256,3.6675390518415348e-06,4.0262416030519734e-07,1.5967958887627536e-13,0.00018864645680955378,0.0,0.0,0.0,0.0,0.0,0.0,7.570981888292844e-06,0.0,0.0,8.838692502717208e-05,2.4690640958845923e-07,0.0361840434916445,0.0,0.00029854819961810366,0.0,0.027855392290897254,0.047734713209544415,0.0,4.620209207871334e-06,0.0,0.0,2.3929247337366096e-09,1.1394694993525036e-08,0.0,4.023511101153223e-07,0.0,0.0,5.8287402048016474e-05,2.053967822387195e-06,0.014909042449744584,0.06614329862480228,0.0016129236738852612,3.0631286390516207e-07,1.6228946890949444e-07,0.0,0.0,0.003092957460690296,1.901282184092641e-05,0.018944065618034488,2.714370719483617e-05,1.9666955228600525e-06,0.0,0.0005954736248016734,0.006423429258731564,0.018073463668932914,0.0,8.989056142792083e-05,0.0,0.0,0.0006839383460384186,0.032603581755054366,5.463233618655203e-06,0.00024315591484297443,2.9561729337687938e-05,0.0,0.0,2.119157023402803e-05,0.0,0.038145278362902484,0.0005582062202811079
EST,0.0,0.00014376930837668912,0.0003879030879187487,0.003944066093225703,0.0,0.0002815210419634228,0.0001332728170244662,3.64271361828607e-08,0.0,0.0,0.0,0.0004251151376213808,1.8020243861798651e-10,0.0,0.0,0.0,4.9517187003204334e-06,0.000356324272410124,0.0,0.04171604401033779,0.0,0.017600224146125328,0.0,0.0,0.0,0.0,0.0,0.004160071432164529,2.1674991298326894e-06,2.526786182053025e-10,0.0,0.00022518464989309173,1.0056435916624608e-05,0.043901525488160974,6.245285123573539e-07,0.0003138758025145235,0.004631385437289977,0.00012815368003554696,0.0020008689695102996,0.0,0.0009912881679149368,3.3445855355965796e-06,1.4774545526356758e-07,1.6633968329569197e-13,2.8900545150555585e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.538788088030659e-05,0.0,0.0,8.625067946772774e-05,2.3469116982157278e-07,0.028635039892643235,0.0,0.000198689984602478,0.0,0.022840382366139386,0.019629666933949182,0.0,4.580689044266683e-05,0.0,0.0,2.251650562328329e-09,6.1387986290142326e-09,0.0,2.7325253301736276e-07,0.0,0.0,3.7700741502518466e-05,4.0043906858127765e-06,0.05220511494618035,0.04293099254257654,0.0013050832573661627,1.2011077074147098e-06,1.4319672221165895e-07,0.0,0.0,0.0030614828361960333,1.6934758091212453e-05,0.014969447984998685,1.4003152158342435e-05,2.1531272388513347e-06,0.0,0.0004638122677384061,0.005906543397207186,0.013905545399550426,0.0,7.867568511133264e-05,0.0,0.0,0.0005983335498057116,0.030572851474122368,5.206031523458549e-06,0.00012710414482936322,2.3401371119932645e-05,0.0,0.0,6.19274852155984e-07,0.0,0.02711091384297526,0.0036156443416405617
FRA,0.0,0.00017549747010159894,4.70450438267168e-05,0.0060469139829842,0.0,0.0004190182973496644,0.00013510485824786518,2.989760580412795e-08,0.0,0.0,0.0,0.000337287686008169,6.479199267335367e-10,0.0,0.0,0.0,3.7512929580470405e-06,0.0024407058571490983,0.0,0.06260548708600258,0.0,0.03027477627771082,0.0,0.0,0.0,0.0,0.0,0.01263308976723319,1.9527369775299854e-07,9.558086910492132e-10,0.0,0.0021552991237992845,1.1103682626309806e-05,0.10145611097921316,2.819316326042535e-06,0.0015366873311151103,0.01962953408681372,5.823052248084814e-06,0.0024742290780640076,0.0,0.0026380067516445786,1.5127150987195307e-05,7.534620569851111e-08,4.1665407917398106e-13,1.2921635045399405e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.4240082218235863e-06,0.0,0.0,0.00011801954771773106,2.0351978590452608e-07,0.033857947603973856,0.0,0.0002517560242936038,0.0,0.051075989025296475,0.009097510470132039,0.0,5.740430936817286e-06,0.0,0.0,1.2086911716914478e-09,1.2295336258865719e-09,0.0,2.645377231008774e-07,0.0,0.0,4.4899078719013694e-05,2.9299450503404092e-06,0.008498130743215147,0.057030242924266485,0.0026221069875854205,1.2765513750919286e-07,6.251597958629657e-07,0.0,0.0,0.0057673776518792665,3.499649859914324e-05,0.009277004450573096,1.3581076113167017e-05,2.968834687651186e-06,0.0,0.0008671219187198751,0.008998792507270956,0.012937999115185133,0.0,6.870595485287473e-05,0.0,0.0,0.0005071320994377172,0.025893171979330276,1.0602143432807465e-05,3.706844599273989e-05,1.5001479767611004e-05,0.0,0.0,1.043393219809226e-06,0.0,0.039171415471076616,7.597402763094236e-05
HRV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDN,0.0,0.00050540738742639,5.3679452468144324e-05,0.005547539087616385,0.0,0.00039538335043773825,9.250592370152664e-05,1.1877814456184713e-07,0.0,0.0,0.0,0.0007347146837002601,7.33085511791483e-11,0.0,0.0,0.0,6.901470505798887e-06,0.00030411359055667535,0.0,0.08708454612308662,0.0,0.022270068126867035,0.0,0.0,0.0,0.0,0.0,0.007078479487701956,3.6661574429019894e-07,2.7951821506579513e-10,0.0,0.00013612728552725908,2.1746803382241983e-05,0.06985877601384134,4.128937781387611e-07,0.00020469550895790324,0.008070648827039338,9.66376901796134e-05,0.0032639486149865075,0.0,0.0010904604099424902,1.7088960320573796e-06,1.340895843304224e-07,1.4737252337487373e-13,2.0316598375020377e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.3184577533113914e-06,0.0,0.0,0.00010732336203948314,2.1433537930635918e-07,0.03900633287940918,0.0,0.00021135593809627602,0.0,0.02911661562394628,0.008934143091962731,0.0,4.50836193666052e-06,0.0,0.0,1.8581579698767292e-09,2.250950906362312e-09,0.0,3.381161422230934e-07,0.0,0.0,7.07258225966714e-05,0.00011401811324561387,0.009219065162018753,0.06214237955416706,0.0018705875924566228,1.5590045264991892e-07,1.847130709503073e-07,0.0,0.0,0.008162303019292931,1.440203733561925e-05,0.01173774221978021,1.751069376512589e-05,1.8771616449819596e-06,0.0,0.0005123406343721076,0.008895455497317071,0.01473169150109089,0.0,8.213421081827383e-05,0.0,0.0,0.0006452266203072605,0.05936038475089031,6.684354683256217e-06,5.600090050415251e-05,2.1960507301679197e-05,0.0,0.0,1.5263309902049444e-06,0.0,0.06403093598371448,8.398971463182694e-05
ITA,0.0,0.0005214296446929969,0.00029412803027511493,0.004582263921394647,0.0,0.001179475498161717,8.75629644858631e-05,1.230766262303144e-07,0.0,0.0,0.0,0.0003838078681565089,1.7512144638621578e-10,0.0,0.0,0.0,3.273519925827564e-06,0.000797087941723498,0.0,0.04847097662308384,0.0,0.01990546929297321,0.0,0.0,0.0,0.0,0.0,0.005408272091308538,1.6402102678066492e-06,3.028716451309346e-10,0.0,0.0005317082168610099,1.0501563626248533e-05,0.059270498661711406,8.656987437850002e-07,0.0005045271849586462,0.007920421465274578,2.0303941475166204e-05,0.0031383728230427992,0.0,0.0018672936564022979,4.422527853989843e-06,3.2479722736204935e-07,1.2877013128297132e-13,1.382329252621919e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.268694908696163e-05,0.0,0.0,0.0021482228297804193,1.585014182431271e-07,0.030606156270304115,0.0,0.00021544622077918462,0.0,0.03303433530209491,0.06520502320046852,0.0,3.303745781315863e-06,0.0,0.0,1.313388612631124e-09,3.2701860387941427e-09,0.0,2.916898793781964e-07,0.0,0.0,3.54381203485596e-05,3.359217333895004e-06,0.04348987973793443,0.05539044026390529,0.001573428732162531,9.08222345990604e-07,2.0591389231207916e-07,0.0,0.0,0.00464326353362732,2.5635441737482464e-05,0.048271217007126124,1.4929254743444857e-05,1.7668255483538267e-05,0.0,0.0005152170847777,0.006122641245567574,0.017503859346071134,0.0,6.176856169320854e-05,0.0,0.0,0.000491952361196758,0.03166006214612451,8.559953784011838e-05,7.758875726710524e-05,2.2729419904902453e-05,0.0,0.0,8.102800775751031e-07,0.0,0.03292383042399687,0.0004882874987130861
