AltQuantity,CIFValue,FOBValue,GrossWeight,IsLeaf,NetWeight,TradeQuantity,TradeValue,aggrLevel,cmdCode,cmdDescE,cstCode,cstDesc,estCode,motCode,motDesc,period,periodDesc,pfCode,pt3ISO,pt3ISO2,ptCode,ptCode2,ptTitle,ptTitle2,qtAltCode,qtAltDesc,qtCode,qtDesc,rgCode,rgDesc,rt3ISO,rtCode,rtTitle,yr
,,,,0,2755.0,,141058,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,2,Export,BRA,76,b'Brazil',2015
,,,,0,,,264,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,BRN,96,b'Brunei Darussalam',2015
,,,,0,2287.0,,240935,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,1,Import,BGR,100,b'Bulgaria',2015
,,,,0,43.0,,20423,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,2,Export,BGR,100,b'Bulgaria',2015
,,,,0,1808.0,,877646,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,BGR,100,b'Bulgaria',2015
,,,,0,2836.0,,560356,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,2,Export,BGR,100,b'Bulgaria',2015
,,,,0,271.0,,209243,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,BGR,100,b'Bulgaria',2015
,,,,0,133.0,,29076,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,2,Export,BGR,100,b'Bulgaria',2015
,,,,0,132.0,,85400,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,BLR,112,b'Belarus',2015
,,,,0,2.0,,6200,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,2,Export,BLR,112,b'Belarus',2015
,,,,0,2.0,,3500,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,BLR,112,b'Belarus',2015
,,,,0,1.0,,1400,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,2,Export,BLR,112,b'Belarus',2015
,,,,0,14.0,,14396,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,CMR,120,b'Cameroon',2015
,,,,0,0.0,0.0,528293,4,8542,Electronic integrated circuits,,,6,,,2015,2015,H4,CUB,,192,,b'Cuba',,,,1,No Quantity,2,Export,CAN,124,b'Canada',2015
,,,,0,,0.0,107,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,1,Import,CAN,124,b'Canada',2015
,,,,0,0.0,2.0,154,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,5,Number of items,2,Export,CAN,124,b'Canada',2015
,,,,0,,0.0,430844,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,CAN,124,b'Canada',2015
,,,,0,0.0,0.0,3050794,4,8542,Electronic integrated circuits,,,6,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,2,Export,CAN,124,b'Canada',2015
,,,,0,,0.0,176527,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,CAN,124,b'Canada',2015
,,,,0,0.0,0.0,327790,4,8542,Electronic integrated circuits,,,6,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,2,Export,CAN,124,b'Canada',2015
,,,,0,,,3592,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,LKA,144,b'Sri Lanka',2015
,,,,0,,,83795,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,LKA,144,b'Sri Lanka',2015
,,,,0,64.0,0.0,62239,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,CHL,152,b'Chile',2015
,,,,0,155.0,268.0,145188,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,5,Number of items,1,Import,CHL,152,b'Chile',2015
,,,,0,,,11357802,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CUB,,192,,b'Cuba',,,,1,No Quantity,2,Export,CHN,156,b'China',2015
,,,,0,,,1503,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,1,Import,CHN,156,b'China',2015
,,,,0,,,44234,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CYP,,196,,b'Cyprus',,,,1,No Quantity,2,Export,CHN,156,b'China',2015
,,,,0,,,4679074,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,CHN,156,b'China',2015
,,,,0,,,6591449,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,2,Export,CHN,156,b'China',2015
,,,,0,,,19611703,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,CHN,156,b'China',2015
,,,,0,,,1728779,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,2,Export,CHN,156,b'China',2015
,,,,0,192.0,,85271,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,COL,170,b'Colombia',2015
,,,,0,1738.0,,171264,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,COL,170,b'Colombia',2015
,,,,0,79.0,,11777,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,CZE,,203,,b'Czechia',,,,1,No Quantity,1,Import,CRI,188,b'Costa Rica',2015
,,,,0,0.0,,65,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,BEN,,204,,b'Benin',,,,1,No Quantity,1,Import,CRI,188,b'Costa Rica',2015
,,,,0,859.0,,49459,4,8542,Electronic integrated circuits,,,4,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,1,Import,CRI,188,b'Costa Rica',2015
,,,,0,3233.0,,511,4,8542,Electronic integrated circuits,,,0,,,2015,2015,H4,DNK,,208,,b'Denmark',,,,1,No Quantity,2,Export,CRI,188,b'Costa Rica',2015
