AltQuantity,CIFValue,FOBValue,GrossWeight,IsLeaf,NetWeight,TradeQuantity,TradeValue,aggrLevel,cmdCode,cmdDescE,cstCode,cstDesc,estCode,motCode,motDesc,period,periodDesc,pfCode,pt3ISO,pt3ISO2,ptCode,ptCode2,ptTitle,ptTitle2,qtAltCode,qtAltDesc,qtCode,qtDesc,rgCode,rgDesc,rt3ISO,rtCode,rtTitle,yr
,,,,0,31.0,,655,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,1,Import,DZA,12,b'Algeria',2016
,,,,0,25.0,,3457,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ASM,,16,,b'American Samoa',,,,1,No Quantity,1,Import,AUS,36,b'Australia',2016
,,,,0,3.0,0.0,2077,4,8542,Electronic integrated circuits,,,6,,,2016,2016,H4,AFG,,4,,b'Afghanistan',,,,1,No Quantity,2,Export,AUT,40,b'Austria',2016
,,,,0,1.0,0.0,592,4,8542,Electronic integrated circuits,,,2,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,1,Import,AUT,40,b'Austria',2016
,,,,0,79.0,0.0,37360,4,8542,Electronic integrated circuits,,,2,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,AUT,40,b'Austria',2016
,,,,0,155.0,0.0,25952,4,8542,Electronic integrated circuits,,,2,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,AUT,40,b'Austria',2016
,,,,0,160.0,0.0,20273,4,8542,Electronic integrated circuits,,,2,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,BEL,56,b'Belgium',2016
,,,,0,655.0,0.0,81801,4,8542,Electronic integrated circuits,,,6,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,BEL,56,b'Belgium',2016
,,,,0,0.0,,29,4,8542,Electronic integrated circuits,,,4,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,BRA,76,b'Brazil',2016
,,,,0,1.0,,1392,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ASM,,16,,b'American Samoa',,,,1,No Quantity,1,Import,BRA,76,b'Brazil',2016
,,,,0,,0.0,347,4,8542,Electronic integrated circuits,,,4,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,CAN,124,b'Canada',2016
,,,,0,,0.0,2195,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ASM,,16,,b'American Samoa',,,,1,No Quantity,1,Import,CAN,124,b'Canada',2016
,,,,0,,,34027,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,AFG,,4,,b'Afghanistan',,,,1,No Quantity,1,Import,CHN,156,b'China',2016
,,,,0,,,2349,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,AFG,,4,,b'Afghanistan',,,,1,No Quantity,2,Export,CHN,156,b'China',2016
,,,,0,,,19018,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,CHN,156,b'China',2016
,,,,0,,,110188,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,CHN,156,b'China',2016
,,,,0,7.0,,4304,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,COL,170,b'Colombia',2016
,,,,0,8.0,,130,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,1,Import,HRV,191,b'Croatia',2016
,,,,0,3.0,,1455,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,HRV,191,b'Croatia',2016
,,,,0,0.0,,38,4,8542,Electronic integrated circuits,,,4,,,2016,2016,H4,AFG,,4,,b'Afghanistan',,,,1,No Quantity,1,Import,CZE,203,b'Czechia',2016
,,,,0,22.0,,8336,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,CZE,203,b'Czechia',2016
,,,,0,15615.0,,8648616,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,CZE,203,b'Czechia',2016
,,,,0,8.0,0.0,44836,4,8542,Electronic integrated circuits,,,2,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,DNK,208,b'Denmark',2016
,,,,0,1.0,0.0,55,4,8542,Electronic integrated circuits,,,2,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,DNK,208,b'Denmark',2016
,,,,0,9.0,,4130,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,FIN,246,b'Finland',2016
,,,,0,840.0,,11296,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,AFG,,4,,b'Afghanistan',,,,1,No Quantity,2,Export,FRA,251,b'France',2016
,,,,0,66.0,,4468,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,FRA,251,b'France',2016
,,,,0,4715.0,,236179,4,8542,Electronic integrated circuits,,,4,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,1,Import,FRA,251,b'France',2016
,,,,0,1574.0,,458858,4,8542,Electronic integrated circuits,,,4,,,2016,2016,H4,DZA,,12,,b'Algeria',,,,1,No Quantity,2,Export,FRA,251,b'France',2016
,,,,0,6.0,,7063,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,AFG,,4,,b'Afghanistan',,,,1,No Quantity,1,Import,DEU,276,b'Germany',2016
,,,,0,6.0,,1218,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,AFG,,4,,b'Afghanistan',,,,1,No Quantity,2,Export,DEU,276,b'Germany',2016
,,,,0,117.0,,36833,4,8542,Electronic integrated circuits,,,0,,,2016,2016,H4,ALB,,8,,b'Albania',,,,1,No Quantity,2,Export,DEU,276,b'Germany',2016
