pfCode,yr,period,periodDesc,aggrLevel,IsLeaf,rgCode,rgDesc,rtCode,rtTitle,rt3ISO,ptCode,ptTitle,pt3ISO,ptCode2,ptTitle2,pt3ISO2,cstCode,cstDesc,motCode,motDesc,cmdCode,cmdDescE,qtCode,qtDesc,qtAltCode,qtAltDesc,TradeQuantity,AltQuantity,NetWeight,GrossWeight,TradeValue,CIFValue,FOBValue,estCode
H5,2017,2017,2017,6,1,1,Import,40,b'Austria',AUT,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,961,,961.0,,10460,,,0
H5,2017,2017,2017,6,1,1,Import,68,b'Bolivia (Plurinational State of)',BOL,4,b'Afghanistan',AFG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1477,,1477.0,,3834,,,0
H5,2017,2017,2017,6,1,1,Import,124,b'Canada',CAN,4,b'Afghanistan',AFG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",1,No Quantity,,,0,,,,463,,,0
H5,2017,2017,2017,6,1,1,Import,144,b'Sri Lanka',LKA,20,b'Andorra',AND,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,18,,18.0,,59,,,0
H5,2017,2017,2017,6,1,1,Import,222,b'El Salvador',SLV,20,b'Andorra',AND,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,16,,16.0,,551,,,0
H5,2017,2017,2017,6,1,1,Import,251,b'France',FRA,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1953,,1953.0,,9130,,,0
H5,2017,2017,2017,6,1,1,Import,381,b'Italy',ITA,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,26,,26.0,,1205,,,0
H5,2017,2017,2017,6,1,1,Import,410,b'Rep. of Korea',KOR,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,72,,72.0,,1605,,,0
H5,2017,2017,2017,6,1,1,Import,620,b'Portugal',PRT,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,12,,,0
H5,2017,2017,2017,6,1,1,Import,620,b'Portugal',PRT,20,b'Andorra',AND,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,10,,,6
H5,2017,2017,2017,6,1,1,Import,642,b'Romania',ROU,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,6,,6.0,,135,,,0
H5,2017,2017,2017,6,1,1,Import,643,b'Russian Federation',RUS,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,0,,0.0,,7,,,0
H5,2017,2017,2017,6,1,1,Import,757,b'Switzerland',CHE,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,42,,42.0,,4237,,,0
H5,2017,2017,2017,6,1,1,Import,807,b'North Macedonia',MKD,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,3,,3.0,,40,,,6
H5,2017,2017,2017,6,1,1,Import,214,b'Dominican Rep.',DOM,4,b'Afghanistan',AFG,,,,,,,,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,Weight in kilograms,,,52,,52.0,,320,,,6
H5,2017,2017,2017,6,1,1,Import,68,b'Bolivia (Plurinational State of)',BOL,4,b'Afghanistan',AFG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,510,,510.0,,1069,,,0
H5,2017,2017,2017,6,1,1,Import,188,b'Costa Rica',CRI,12,b'Algeria',DZA,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,19,,19.0,,283,,,0
H5,2017,2017,2017,6,1,1,Import,381,b'Italy',ITA,8,b'Albania',ALB,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,4285,,4285.0,,16956,,,0
H5,2017,2017,2017,6,1,1,Import,70,b'Bosnia Herzegovina',BIH,8,b'Albania',ALB,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,13,,13.0,,218,,,0
H5,2017,2017,2017,6,1,1,Import,124,b'Canada',CAN,4,b'Afghanistan',AFG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",1,No Quantity,,,0,,,,140,,,0
H5,2017,2017,2017,6,1,1,Import,251,b'France',FRA,8,b'Albania',ALB,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,136,,136.0,,3563,,,0
H5,2017,2017,2017,6,1,1,Import,276,b'Germany',DEU,8,b'Albania',ALB,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,421,,421.0,,22751,,,0
H5,2017,2017,2017,6,1,1,Import,381,b'Italy',ITA,8,b'Albania',ALB,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,435,,435.0,,5684,,,0
H5,2017,2017,2017,6,1,1,Import,398,b'Kazakhstan',KAZ,8,b'Albania',ALB,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,10,,10.0,,392,,,0
H5,2017,2017,2017,6,1,1,Import,705,b'Slovenia',SVN,8,b'Albania',ALB,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,585818,,585818.0,,16017,,,0
H5,2017,2017,2017,6,1,1,Import,56,b'Belgium',BEL,8,b'Albania',ALB,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,10,,10.0,,142,,,0
H5,2017,2017,2017,6,1,1,Import,70,b'Bosnia Herzegovina',BIH,12,b'Algeria',DZA,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,0,,0.0,,4,,,0
H5,2017,2017,2017,6,1,1,Import,218,b'Ecuador',ECU,8,b'Albania',ALB,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,0,,0.0,,5,,,0
H5,2017,2017,2017,6,1,1,Import,410,b'Rep. of Korea',KOR,8,b'Albania',ALB,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,12,,12.0,,1902,,,0
H5,2017,2017,2017,6,1,1,Import,414,b'Kuwait',KWT,8,b'Albania',ALB,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,13,,13.0,,187,,,0
H5,2017,2017,2017,6,1,1,Import,579,b'Norway',NOR,8,b'Albania',ALB,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,1,,1.0,,170,,,0
H5,2017,2017,2017,6,1,1,Import,688,b'Serbia',SRB,8,b'Albania',ALB,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,1,,1.0,,13,,,0
H5,2017,2017,2017,6,1,1,Import,688,b'Serbia',SRB,12,b'Algeria',DZA,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,2,,2.0,,12,,,0
H5,2017,2017,2017,6,1,1,Import,705,b'Slovenia',SVN,8,b'Albania',ALB,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,36423,,,,2792,,,6
H5,2017,2017,2017,6,1,1,Import,842,b'USA',USA,20,b'Andorra',AND,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,52,,52.0,,1920,,,0
H4,2017,2017,2017,6,1,1,Import,24,b'Angola',AGO,4,b'Afghanistan',AFG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,102,,1199.0,,1901,,,0
H4,2017,2017,2017,6,1,1,Import,31,b'Azerbaijan',AZE,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,0,,0.0,,217,,,0
H4,2017,2017,2017,6,1,1,Import,174,b'Comoros',COM,20,b'Andorra',AND,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,25,,25.0,,48,,,0
H4,2017,2017,2017,6,1,1,Import,508,b'Mozambique',MOZ,4,b'Afghanistan',AFG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,2524,,120.0,,3570,,,0
H4,2017,2017,2017,6,1,1,Import,784,b'United Arab Emirates',ARE,8,b'Albania',ALB,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,18,,18.0,,4826,,,0
H4,2017,2017,2017,6,1,1,Import,882,b'Samoa',WSM,16,b'American Samoa',ASM,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,95,,95.0,,866,,,6
H4,2017,2017,2017,6,1,1,Import,686,b'Senegal',SEN,8,b'Albania',ALB,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,4,,4.0,,949,,,0
H4,2017,2017,2017,6,1,1,Import,784,b'United Arab Emirates',ARE,12,b'Algeria',DZA,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,5,,5.0,,163,,,0
H4,2017,2017,2017,6,1,1,Import,384,"b""Cote d'Ivoire""",CIV,20,b'Andorra',AND,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,100,,100.0,,892,,,0
H5,2017,2017,2017,6,1,1,Import,68,b'Bolivia (Plurinational State of)',BOL,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,445,,445.0,,12943,,,0
H5,2017,2017,2017,6,1,1,Import,124,b'Canada',CAN,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",1,No Quantity,,,0,,,,151,,,0
H5,2017,2017,2017,6,1,1,Import,152,b'Chile',CHL,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1118,,1118.0,,64341,,,6
H5,2017,2017,2017,6,1,1,Import,170,b'Colombia',COL,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,272,,272.0,,17857,,,0
H5,2017,2017,2017,6,1,1,Import,188,b'Costa Rica',CRI,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,5,,,0
H5,2017,2017,2017,6,1,1,Import,222,b'El Salvador',SLV,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,2,,2.0,,117,,,0
H5,2017,2017,2017,6,1,1,Import,251,b'France',FRA,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,231,,,0
H5,2017,2017,2017,6,1,1,Import,340,b'Honduras',HND,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,2,,2.0,,17,,,0
H5,2017,2017,2017,6,1,1,Import,348,b'Hungary',HUN,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,352,,,0
H5,2017,2017,2017,6,1,1,Import,372,b'Ireland',IRL,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,200,,200.0,,304,,,0
H5,2017,2017,2017,6,1,1,Import,554,b'New Zealand',NZL,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,126,,126.0,,1151,,,6
H5,2017,2017,2017,6,1,1,Import,558,b'Nicaragua',NIC,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,30,,,0
H5,2017,2017,2017,6,1,1,Import,600,b'Paraguay',PRY,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,149,,149.0,,5209,,,0
H5,2017,2017,2017,6,1,1,Import,604,b'Peru',PER,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,240,,240.0,,5456,,,0
H5,2017,2017,2017,6,1,1,Import,842,b'USA',USA,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,275,,275.0,,2823,,,6
H5,2017,2017,2017,6,1,1,Import,858,b'Uruguay',URY,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,2775,,2775.0,,97504,,,0
H5,2017,2017,2017,6,1,1,Import,600,b'Paraguay',PRY,32,b'Argentina',ARG,,,,,,,,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,Weight in kilograms,,,2812,,2812.0,,45879,,,0
H5,2017,2017,2017,6,1,1,Import,40,b'Austria',AUT,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,7,,7.0,,394,,,0
H5,2017,2017,2017,6,1,1,Import,68,b'Bolivia (Plurinational State of)',BOL,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,285,,285.0,,4230,,,0
H5,2017,2017,2017,6,1,1,Import,124,b'Canada',CAN,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",1,No Quantity,,,0,,,,266,,,0
H5,2017,2017,2017,6,1,1,Import,144,b'Sri Lanka',LKA,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,2,,2.0,,6,,,0
H5,2017,2017,2017,6,1,1,Import,152,b'Chile',CHL,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,31,,31.0,,1359,,,0
H5,2017,2017,2017,6,1,1,Import,188,b'Costa Rica',CRI,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,1,,1.0,,0,,,0
H5,2017,2017,2017,6,1,1,Import,276,b'Germany',DEU,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,61,,61.0,,1340,,,0
H5,2017,2017,2017,6,1,1,Import,458,b'Malaysia',MYS,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,2089,,2089.0,,11432,,,0
H5,2017,2017,2017,6,1,1,Import,600,b'Paraguay',PRY,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,629,,629.0,,2678,,,0
H5,2017,2017,2017,6,1,1,Import,604,b'Peru',PER,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,460,,460.0,,26657,,,0
H5,2017,2017,2017,6,1,1,Import,620,b'Portugal',PRT,24,b'Angola',AGO,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,11,,11.0,,54,,,0
H5,2017,2017,2017,6,1,1,Import,842,b'USA',USA,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,551,,551.0,,3200,,,6
H5,2017,2017,2017,6,1,1,Import,858,b'Uruguay',URY,32,b'Argentina',ARG,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,299,,299.0,,9100,,,0
H5,2017,2017,2017,6,1,1,Import,76,b'Brazil',BRA,32,b'Argentina',ARG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,5754,,5754.0,,53942,,,0
H5,2017,2017,2017,6,1,1,Import,124,b'Canada',CAN,32,b'Argentina',ARG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",1,No Quantity,,,0,,,,74,,,0
H5,2017,2017,2017,6,1,1,Import,144,b'Sri Lanka',LKA,28,b'Antigua and Barbuda',ATG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,3,,3.0,,13,,,0
H5,2017,2017,2017,6,1,1,Import,152,b'Chile',CHL,32,b'Argentina',ARG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,229,,229.0,,2335,,,0
H5,2017,2017,2017,6,1,1,Import,320,b'Guatemala',GTM,32,b'Argentina',ARG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,4,,4.0,,126,,,0
H5,2017,2017,2017,6,1,1,Import,558,b'Nicaragua',NIC,32,b'Argentina',ARG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,4,,4.0,,124,,,0
H5,2017,2017,2017,6,1,1,Import,620,b'Portugal',PRT,24,b'Angola',AGO,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,60,,60.0,,276,,,0
H5,2017,2017,2017,6,1,1,Import,858,b'Uruguay',URY,32,b'Argentina',ARG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,3,,3.0,,104,,,0
H5,2017,2017,2017,6,1,1,Import,40,b'Austria',AUT,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,0,,0.0,,32,,,6
H5,2017,2017,2017,6,1,1,Import,76,b'Brazil',BRA,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,280,,280.0,,13562,,,0
H5,2017,2017,2017,6,1,1,Import,124,b'Canada',CAN,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",1,No Quantity,,,0,,,,19,,,0
H5,2017,2017,2017,6,1,1,Import,152,b'Chile',CHL,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,9,,9.0,,422,,,0
H5,2017,2017,2017,6,1,1,Import,251,b'France',FRA,24,b'Angola',AGO,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,2,,2.0,,58,,,0
H5,2017,2017,2017,6,1,1,Import,348,b'Hungary',HUN,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,1,,1.0,,169,,,0
H5,2017,2017,2017,6,1,1,Import,516,b'Namibia',NAM,24,b'Angola',AGO,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,22,,22.0,,207,,,0
H5,2017,2017,2017,6,1,1,Import,604,b'Peru',PER,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,1,,1.0,,29,,,0
H5,2017,2017,2017,6,1,1,Import,757,b'Switzerland',CHE,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,0,,0.0,,15,,,6
H5,2017,2017,2017,6,1,1,Import,858,b'Uruguay',URY,32,b'Argentina',ARG,,,,,,,,621600,"Gloves, mittens and mitts (not knitted or crocheted)",8,Weight in kilograms,,,104,,104.0,,2419,,,0
H4,2017,2017,2017,6,1,1,Import,31,b'Azerbaijan',AZE,24,b'Angola',AGO,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,246,,,0
H4,2017,2017,2017,6,1,1,Import,484,b'Mexico',MEX,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,272,,272.0,,2458,,,0
H4,2017,2017,2017,6,1,1,Import,508,b'Mozambique',MOZ,24,b'Angola',AGO,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,515,,,0
H4,2017,2017,2017,6,1,1,Import,662,b'Saint Lucia',LCA,28,b'Antigua and Barbuda',ATG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,57,,57.0,,1641,,,0
H4,2017,2017,2017,6,1,1,Import,818,b'Egypt',EGY,32,b'Argentina',ARG,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,828,,,0
H4,2017,2017,2017,6,1,1,Import,686,b'Senegal',SEN,28,b'Antigua and Barbuda',ATG,,,,,,,,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,Weight in kilograms,,,11968,,11968.0,,35518,,,0
H4,2017,2017,2017,6,1,1,Import,288,b'Ghana',GHA,24,b'Angola',AGO,,,,,,,,401519,"Rubber; vulcanised (other than hard rubber), gloves, mittens and mitts other than surgical gloves",8,Weight in kilograms,,,17,,17.0,,282,,,0
H4,2017,2017,2017,6,1,1,Import,120,b'Cameroon',CMR,28,b'Antigua and Barbuda',ATG,,,,,,,,611610,"Gloves, mittens and mitts; knitted or crocheted, impregnated, coated or covered with plastics or rubber",8,Weight in kilograms,,,161,,161.0,,2496,,,0
H3,2017,2017,2017,6,1,1,Import,659,b'Saint Kitts and Nevis',KNA,28,b'Antigua and Barbuda',ATG,,,,,,,,392620,"Articles of apparel & clothing accessories (incl. gloves, mittens & mitts), of plastics & other materials of 39.01-39.14",8,Weight in kilograms,,,6,,6.0,,466,,,0
H3,2017,2017,2017,6,1,1,Import,670,b'Saint Vincent and the Grenadines',VCT,28,b'Antigua and Barbuda',ATG,,,,,,,,392620,"Articles of apparel & clothing accessories (incl. gloves, mittens & mitts), of plastics & other materials of 39.01-39.14",8,Weight in kilograms,,,20,,20.0,,306,,,0
H5,2017,2017,2017,6,1,1,Import,12,b'Algeria',DZA,40,b'Austria',AUT,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,1,,1.0,,10,,,6
H5,2017,2017,2017,6,1,1,Import,36,b'Australia',AUS,36,b'Australia',AUS,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,234,,234.0,,2406,,,6
H5,2017,2017,2017,6,1,1,Import,36,b'Australia',AUS,40,b'Austria',AUT,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,352,,352.0,,3618,,,6
H5,2017,2017,2017,6,1,1,Import,40,b'Austria',AUT,36,b'Australia',AUS,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,12,,12.0,,173,,,6
H5,2017,2017,2017,6,1,1,Import,56,b'Belgium',BEL,40,b'Austria',AUT,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,20515,,20515.0,,462686,,,0
H5,2017,2017,2017,6,1,1,Import,70,b'Bosnia Herzegovina',BIH,40,b'Austria',AUT,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,6312,,6312.0,,62124,,,0
H5,2017,2017,2017,6,1,1,Import,76,b'Brazil',BRA,36,b'Australia',AUS,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,4,,4.0,,169,,,0
H5,2017,2017,2017,6,1,1,Import,76,b'Brazil',BRA,40,b'Austria',AUT,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,50,,50.0,,2774,,,0
H5,2017,2017,2017,6,1,1,Import,96,b'Brunei Darussalam',BRN,36,b'Australia',AUS,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,338,,338.0,,6918,,,0
H5,2017,2017,2017,6,1,1,Import,100,b'Bulgaria',BGR,40,b'Austria',AUT,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,4614,,4614.0,,32334,,,0
H5,2017,2017,2017,6,1,1,Import,104,b'Myanmar',MMR,36,b'Australia',AUS,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,294,,294.0,,424,,,0
H5,2017,2017,2017,6,1,1,Import,112,b'Belarus',BLR,40,b'Austria',AUT,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",8,Weight in kilograms,,,3,,3.0,,100,,,0
H5,2017,2017,2017,6,1,1,Import,124,b'Canada',CAN,36,b'Australia',AUS,,,,,,,,392620,"Plastics; articles of apparel and clothing accessories (including gloves, mittens and mitts)",1,No Quantity,,,0,,,,901,,,0
